Is Dead,Accession Number,Catalogue Number,Accepted Name,TaxonomicName,Genus,Family,Provenance Code,Legacy Provenance Code,Country ISO,Last Seen On,source_file
ALIVE,1985-3607,K:LCD-1985-3607*1,Haageocereus pseudomelanostele subsp. pseudomelanostele,Haageocereus pacalaensis,Haageocereus,Cactaceae,,,,14-01-2025,TropicalNursery_Simplified.xlsx
ALIVE,1985-443,K:LCD-1985-443*1,Echinopsis rhodacantha,Denmoza rhodacantha,Denmoza,Cactaceae,,,,26-06-2023,TropicalNursery_Simplified.xlsx
ALIVE,2007-734,K:LCD-2007-734*1,Echinocereus viereckii subsp. morricalii,Echinocereus viereckii subsp. morricalii,Echinocereus,Cactaceae,,,,21-01-2025,TropicalNursery_Simplified.xlsx
ALIVE,2013-1470,K:LCD-2013-1470*1,Dendrobium,Dendrobium,Dendrobium,Orchidaceae,,N - Natural Source and Progeny,,09-04-2024,TropicalNursery_Simplified.xlsx
ALIVE,1972-3690,K:LCD-1972-3690*1,Haworthia cymbiformis,Haworthia cymbiformis,Haworthia,Asphodelaceae,,N - Natural Source and Progeny,South Africa,24-11-2021,TropicalNursery_Simplified.xlsx
ALIVE,1973-2502,K:LCD-1973-2502*3,Aloe spicata,Aloe sessiliflora,Aloe,Asphodelaceae,,N - Natural Source and Progeny,South Africa,05-10-2023,TropicalNursery_Simplified.xlsx
ALIVE,2005-1593,K:LCD-2005-1593*1,Dendrobium × suffusum,Dendrobium × suffusum,Dendrobium,Orchidaceae,,,,09-04-2024,TropicalNursery_Simplified.xlsx
ALIVE,1963-62602,K:LCD-1963-62602*1,Porophyllum,Kleinia,Kleinia,Asteraceae,,,,14-02-2024,TropicalNursery_Simplified.xlsx
ALIVE,2016-2204,K:LCD-2016-2204*1,Gustavia gracillima,Gustavia gracillima,Gustavia,Lecythidaceae,,,Colombia,20-12-2023,TropicalNursery_Simplified.xlsx
ALIVE,1975-333,K:LCD-1975-333*1,,Begonia 'Thurstonii',Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx
ALIVE,1999-3633,K:LCD-1999-3633*2,Facheiroa ulei,Pilosocereus ulei,Pilosocereus,Cactaceae,,,,19-02-2024,TropicalNursery_Simplified.xlsx
ALIVE,2017-1920,K:LCD-2017-1920*1,Maxillaria porphyrostele,Maxillaria porphyrostele,Maxillaria,Orchidaceae,,,,04-12-2024,TropicalNursery_Simplified.xlsx
ALIVE,1976-4010,K:LCD-1976-4010*2,Aeonium arboreum,Aeonium arboreum,Aeonium,Crassulaceae,,,,06-12-2024,TropicalNursery_Simplified.xlsx
ALIVE,2021-169,K:LCD-2021-169*1,Agave salmiana,Agave salmiana,Agave,Asparagaceae,,,,01-03-2021,TropicalNursery_Simplified.xlsx
ALIVE,1982-5436,K:LCD-1982-5436*1,Gasteria croucheri,Gasteria croucheri,Gasteria,Asphodelaceae,,N - Natural Source and Progeny,South Africa,12-07-2023,TropicalNursery_Simplified.xlsx
ALIVE,1973-13006,K:LCD-1973-13006*1,Asystasia travancorica,Asystasia travancorica,Asystasia,Acanthaceae,,,,03-04-2023,TropicalNursery_Simplified.xlsx
ALIVE,1991-1432,K:LCD-1991-1432*1,Pilosocereus machrisii,Pilosocereus machrisii,Pilosocereus,Cactaceae,,N - Natural Source and Progeny,Brazil,19-02-2024,TropicalNursery_Simplified.xlsx
ALIVE,1982-862,K:LCD-1982-862*1,Haworthia retusa,Haworthia retusa,Haworthia,Asphodelaceae,,N - Natural Source and Progeny,South Africa,24-11-2021,TropicalNursery_Simplified.xlsx
ALIVE,2003-1798,K:LCD-2003-1798*1,Aloe corallina,Aloe corallina,Aloe,Asphodelaceae,,,,05-01-2022,TropicalNursery_Simplified.xlsx
ALIVE,2018-2256,K:LCD-2018-2256*1,Clivia robusta,Clivia robusta,Clivia,Amaryllidaceae,,,,05-12-2024,TropicalNursery_Simplified.xlsx
ALIVE,1999-2642,K:LCD-1999-2642*1,Octomeria alpina,Octomeria alpina,Octomeria,Orchidaceae,,,Ecuador,20-11-2023,TropicalNursery_Simplified.xlsx
ALIVE,1990-2724,K:LCD-1990-2724*1,Microsorum punctatum,Microsorum validum,Microsorum,Polypodiaceae,,,,29-03-2023,TropicalNursery_Simplified.xlsx
ALIVE,1986-6425,K:LCD-1986-6425*1,Cyphostemma betiforme,Cyphostemma betiforme,Cyphostemma,Vitaceae,,N - Natural Source and Progeny,Ethiopia,12-02-2024,TropicalNursery_Simplified.xlsx
ALIVE,1997-7421,K:LCD-1997-7421*2,Impatiens zombensis,Impatiens zombensis,Impatiens,Balsaminaceae,,,,20-12-2024,TropicalNursery_Simplified.xlsx
ALIVE,2014-2124,K:LCD-2014-2124*1,Passiflora pinnatistipula,Passiflora pinnatistipula,Passiflora,Passifloraceae,,,,18-12-2024,TropicalNursery_Simplified.xlsx
ALIVE,1983-2009,K:LCD-1983-2009*1,Philodendron bipennifolium,Philodendron bipennifolium,Philodendron,Araceae,,N - Natural Source and Progeny,Brazil,08-02-2024,TropicalNursery_Simplified.xlsx
ALIVE,2004-2953,K:LCD-2004-2953*1,Pelargonium graveolens,Pelargonium graveolens,Pelargonium,Geraniaceae,,N - Natural Source and Progeny,,06-01-2025,TropicalNursery_Simplified.xlsx
ALIVE,1973-19353,K:LCD-1973-19353*1,Gasteria carinata var. verrucosa,Gasteria carinata var. verrucosa,Gasteria,Asphodelaceae,,,,12-07-2023,TropicalNursery_Simplified.xlsx
ALIVE,2004-2431,K:LCD-2004-2431*1,Nepenthes merrilliana,Nepenthes merrilliana,Nepenthes,Nepenthaceae,,,,25-07-2023,TropicalNursery_Simplified.xlsx
ALIVE,2004-1691,K:LCD-2004-1691*1,Ruellia longepetiolata,Ruellia squarrosa,Ruellia,Acanthaceae,,,,29-06-2022,TropicalNursery_Simplified.xlsx
ALIVE,2018-323,K:LCD-2018-323*1,Maxillaria huebschii,Maxillaria huebschii,Maxillaria,Orchidaceae,,,,04-12-2024,TropicalNursery_Simplified.xlsx
ALIVE,1966-37201,K:LCD-1966-37201*2,Pilosocereus arrabidae,Pilosocereus arrabidae,Pilosocereus,Cactaceae,,N - Natural Source and Progeny,Brazil,19-02-2024,TropicalNursery_Simplified.xlsx
ALIVE,1969-5737,K:LCD-1969-5737*1,Leucostegia immersa,Leucostegia immersa,Leucostegia,Polypodiaceae,,N - Natural Source and Progeny,Indonesia,19-02-2024,TropicalNursery_Simplified.xlsx
ALIVE,1990-1336,K:LCD-1990-1336*2,,Sarracenia alata × leucophylla,Sarracenia,Sarraceniaceae,,N - Natural Source and Progeny,United States,04-07-2022,TropicalNursery_Simplified.xlsx
ALIVE,1984-601,K:LCD-1984-601*1,Monstera,Monstera,Monstera,Araceae,,N - Natural Source and Progeny,Costa Rica,29-03-2023,TropicalNursery_Simplified.xlsx
ALIVE,2005-846,K:LCD-2005-846*1,Dendrobium wassellii,Dendrobium wassellii,Dendrobium,Orchidaceae,,,,03-04-2023,TropicalNursery_Simplified.xlsx
ALIVE,2014-2045,K:LCD-2014-2045*1,,Brugmansia 'Angels Sunsilk',Brugmansia,Solanaceae,,,,19-02-2024,TropicalNursery_Simplified.xlsx
ALIVE,2009-2579,K:LCD-2009-2579*1,Orbea decaisneana,Orbea decaisneana subsp. hesperidum,Orbea,Apocynaceae,,N - Natural Source and Progeny,Morocco,16-03-2011,TropicalNursery_Simplified.xlsx
ALIVE,2020-1296,K:LCD-2020-1296*1,Vanilla,Vanilla,Vanilla,Orchidaceae,,,,16-01-2025,TropicalNursery_Simplified.xlsx
ALIVE,2001-2908,K:LCD-2001-2908*1,Sarracenia,Sarracenia,Sarracenia,Sarraceniaceae,,,,04-07-2022,TropicalNursery_Simplified.xlsx
ALIVE,2009-3751,K:LCD-2009-3751*1,Passiflora fanchoniae,Passiflora fanchoniae,Passiflora,Passifloraceae,,,French Guiana,19-01-2022,TropicalNursery_Simplified.xlsx
ALIVE,1949-16702,K:LCD-1949-16702*1,Begonia fernandoi-costae,Begonia fernandoi-costae,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx
ALIVE,1888-29101,K:LCD-1888-29101*2,Jasminum sinense,Jasminum sinense,Jasminum,Oleaceae,,N - Natural Source and Progeny,China,05-10-2024,TropicalNursery_Simplified.xlsx
ALIVE,2000-2350,K:LCD-2000-2350*1,,Gossypium 'Bravo',Gossypium,Malvaceae,,,,22-12-2023,TropicalNursery_Simplified.xlsx
ALIVE,2011-1601,K:LCD-2011-1601*1,Melocactus salvadorensis,Melocactus salvadorensis,Melocactus,Cactaceae,,,,07-01-2022,TropicalNursery_Simplified.xlsx
ALIVE,2017-1643,K:LCD-2017-1643*1,Maxillaria,Maxillaria,Maxillaria,Orchidaceae,,,,04-12-2024,TropicalNursery_Simplified.xlsx
ALIVE,2001-295,K:LCD-2001-295*1,Rhaphidophora sylvestris,Rhaphidophora sylvestris,Rhaphidophora,Araceae,,N - Natural Source and Progeny,Malaysia,07-03-2024,TropicalNursery_Simplified.xlsx
ALIVE,2008-2342,K:LCD-2008-2342*1,Lophophora williamsii,Lophophora williamsii,Lophophora,Cactaceae,,,,17-10-2023,TropicalNursery_Simplified.xlsx
ALIVE,2018-828,K:LCD-2018-828*1,Hoya albiflora,Hoya albiflora,Hoya,Apocynaceae,,,,28-04-2023,TropicalNursery_Simplified.xlsx
ALIVE,2000-2554,K:LCD-2000-2554*1,Kimnachia ramulosa,Pseudorhipsalis ramulosa,Pseudorhipsalis,Cactaceae,,,,29-05-2024,TropicalNursery_Simplified.xlsx
ALIVE,2019-2879,K:LCD-2019-2879*1,Senecio bryoniifolius,Senecio bryoniifolius,Senecio,Asteraceae,,,,12-12-2024,TropicalNursery_Simplified.xlsx
ALIVE,2018-1208,K:LCD-2018-1208*1,Bulbophyllum lepidum,Bulbophyllum lepidum,Bulbophyllum,Orchidaceae,,N - Natural Source and Progeny,,18-10-2024,TropicalNursery_Simplified.xlsx
ALIVE,2000-4033,K:LCD-2000-4033*1,Peersia frithii,Peersia frithii,Peersia,Aizoaceae,,,,22-02-2025,TropicalNursery_Simplified.xlsx
ALIVE,2017-2359,K:LCD-2017-2359*1,Drynaria,Photinopteris,Photinopteris,Polypodiaceae,,,Malaysia,06-07-2022,TropicalNursery_Simplified.xlsx
ALIVE,1971-2765,K:LCD-1971-2765*1,Dendrobium gracilicaule var. howeanum,Dendrobium macropus subsp. howeanum,Dendrobium,Orchidaceae,,N - Natural Source and Progeny,Australia,16-04-2024,TropicalNursery_Simplified.xlsx
ALIVE,2004-385,K:LCD-2004-385*1,Copiapoa coquimbana,Copiapoa coquimbana,Copiapoa,Cactaceae,,,,10-10-2023,TropicalNursery_Simplified.xlsx
ALIVE,1981-6377,K:LCD-1981-6377*1,Aeonium,Aeonium,Aeonium,Crassulaceae,,N - Natural Source and Progeny,Yemen,06-12-2024,TropicalNursery_Simplified.xlsx
ALIVE,2013-1762,K:LCD-2013-1762*1,Acriopsis indica,Acriopsis indica,Acriopsis,Orchidaceae,,N - Natural Source and Progeny,,19-10-2021,TropicalNursery_Simplified.xlsx
ALIVE,1993-154,K:LCD-1993-154*2,,Crassula sarmentosa 'Variegata',Crassula,Crassulaceae,,,,21-07-2023,TropicalNursery_Simplified.xlsx
ALIVE,2001-1433,K:LCD-2001-1433*1,,Nepenthes × ventrata,Nepenthes,Nepenthaceae,,,,26-07-2023,TropicalNursery_Simplified.xlsx
ALIVE,2012-1256,K:LCD-2012-1256*1,Bulbophyllum sicyobulbon,Bulbophyllum sicyobulbon,Bulbophyllum,Orchidaceae,,N - Natural Source and Progeny,Thailand,10-07-2024,TropicalNursery_Simplified.xlsx
ALIVE,1974-1528,K:LCD-1974-1528*1,Peperomia obtusifolia,Peperomia obtusifolia,Peperomia,Piperaceae,,N - Natural Source and Progeny,Brazil,05-05-2022,TropicalNursery_Simplified.xlsx
ALIVE,2017-10,K:LCD-2017-10*1,Cleisostoma birmanicum,Cleisostoma birmanicum,Cleisostoma,Orchidaceae,,N - Natural Source and Progeny,,19-10-2021,TropicalNursery_Simplified.xlsx
ALIVE,2013-1576,K:LCD-2013-1576*1,Bulbophyllum lobbii subsp. siamense,Bulbophyllum lobbii subsp. siamense,Bulbophyllum,Orchidaceae,,N - Natural Source and Progeny,,10-12-2024,TropicalNursery_Simplified.xlsx
ALIVE,2001-1413,K:LCD-2001-1413*2,Nepenthes ventricosa,Nepenthes ventricosa,Nepenthes,Nepenthaceae,,,,26-07-2023,TropicalNursery_Simplified.xlsx
ALIVE,2010-233,K:LCD-2010-233*1,,Opuntia polyacantha 'Richter',Opuntia,Cactaceae,,,,28-12-2023,TropicalNursery_Simplified.xlsx
ALIVE,2007-2357,K:LCD-2007-2357*1,Abroma augustum,Abroma augustum,Abroma,Malvaceae,,,,22-12-2023,TropicalNursery_Simplified.xlsx
ALIVE,2004-2492,K:LCD-2004-2492*1,Billbergia buchholtzii,Billbergia buchholtzii,Billbergia,Bromeliaceae,,,,04-05-2023,TropicalNursery_Simplified.xlsx
ALIVE,2005-1359,K:LCD-2005-1359*2,Nelumbo lutea,Nelumbo lutea,Nelumbo,Nelumbonaceae,,,,29-02-2024,TropicalNursery_Simplified.xlsx
ALIVE,1981-863,K:LCD-1981-863*1,Aloe cremnophila,Aloe cremnophila,Aloe,Asphodelaceae,,N - Natural Source and Progeny,Somalia,05-01-2022,TropicalNursery_Simplified.xlsx
ALIVE,2003-3181,K:LCD-2003-3181*1,Melocactus schatzlii subsp. chicamochae,Melocactus schatzlii subsp. chicamochae,Melocactus,Cactaceae,,,Colombia,22-02-2024,TropicalNursery_Simplified.xlsx
ALIVE,1989-2580,K:LCD-1989-2580*1,,Peperomia 'Cupid',Peperomia,Piperaceae,,,,05-05-2022,TropicalNursery_Simplified.xlsx
ALIVE,1984-2404,K:LCD-1984-2404*1,Ruschia strubeniae,Ruschia strubeniae,Ruschia,Aizoaceae,,N - Natural Source and Progeny,South Africa,19-12-2023,TropicalNursery_Simplified.xlsx
ALIVE,2014-1674,K:LCD-2014-1674*1,Handroanthus impetiginosus,Handroanthus impetiginosus,Handroanthus,Bignoniaceae,,,,16-12-2024,TropicalNursery_Simplified.xlsx
ALIVE,2000-3723,K:LCD-2000-3723*1,Rhaphidophora,Rhaphidophora,Rhaphidophora,Araceae,,N - Natural Source and Progeny,Papua New Guinea,07-03-2024,TropicalNursery_Simplified.xlsx
ALIVE,2004-2392,K:LCD-2004-2392*2,Nepenthes petiolata,Nepenthes petiolata,Nepenthes,Nepenthaceae,,,Philippines,15-01-2025,TropicalNursery_Simplified.xlsx
ALIVE,1975-2316,K:LCD-1975-2316*1,Haworthiopsis coarctata var. coarctata,Haworthia musculina,Haworthia,Asphodelaceae,,,,24-11-2021,TropicalNursery_Simplified.xlsx
ALIVE,2002-2327,K:LCD-2002-2327*1,Weingartia mentosa,Rebutia mentosa,Rebutia,Cactaceae,,,,17-10-2023,TropicalNursery_Simplified.xlsx
ALIVE,2014-809,K:LCD-2014-809*1,,Agapetes 'Ludgvan Cross',Agapetes,Ericaceae,,,,13-12-2024,TropicalNursery_Simplified.xlsx
ALIVE,1999-2198,K:LCD-1999-2198*1,Thelocactus leucacanthus,Thelocactus leucacanthus,Thelocactus,Cactaceae,,,,12-01-2023,TropicalNursery_Simplified.xlsx
ALIVE,2011-1336,K:LCD-2011-1336*1,Coelogyne rochussenii,Coelogyne rochussenii,Coelogyne,Orchidaceae,,,,19-10-2021,TropicalNursery_Simplified.xlsx
ALIVE,2019-3130,K:LCD-2019-3130*1,Sarracenia leucophylla,Sarracenia leucophylla,Sarracenia,Sarraceniaceae,,,,04-07-2022,TropicalNursery_Simplified.xlsx
ALIVE,2008-950,K:LCD-2008-950*1,Passiflora serratodigitata,Passiflora serratodigitata,Passiflora,Passifloraceae,,,,20-01-2022,TropicalNursery_Simplified.xlsx
ALIVE,1975-2616,K:LCD-1975-2616*1,Thunia alba,Thunia alba,Thunia,Orchidaceae,,,,15-05-2024,TropicalNursery_Simplified.xlsx
ALIVE,1986-1201,K:LCD-1986-1201*1,Piper fallax,Piper sylvestre,Piper,Piperaceae,,,,21-01-2025,TropicalNursery_Simplified.xlsx
ALIVE,1974-4200,K:LCD-1974-4200*1,Aloe rugosifolia,Aloe rugosifolia,Aloe,Asphodelaceae,,N - Natural Source and Progeny,Ethiopia,06-01-2022,TropicalNursery_Simplified.xlsx
ALIVE,1980-951,K:LCD-1980-951*1,Haworthiopsis tessellata,Haworthia tessellata,Haworthia,Asphodelaceae,,N - Natural Source and Progeny,South Africa,24-11-2021,TropicalNursery_Simplified.xlsx
ALIVE,2002-37,K:LCD-2002-37*1,Bifrenaria harrisoniae,Bifrenaria harrisoniae,Bifrenaria,Orchidaceae,,,,28-11-2024,TropicalNursery_Simplified.xlsx
ALIVE,1999-3266,K:LCD-1999-3266*1,Bruguiera sexangula,Bruguiera sexangula,Bruguiera,Rhizophoraceae,,N - Natural Source and Progeny,Indonesia,20-12-2023,TropicalNursery_Simplified.xlsx
ALIVE,2019-2681,K:LCD-2019-2681*1,Adansonia fony var. rubrostipa,Adansonia fony var. rubrostipa,Adansonia,Malvaceae,,N - Natural Source and Progeny,Madagascar,07-02-2024,TropicalNursery_Simplified.xlsx
ALIVE,1982-1573,K:LCD-1982-1573*3,Philodendron schmidtiae,Philodendron schmidtiae,Philodendron,Araceae,,N - Natural Source and Progeny,Ecuador,08-02-2024,TropicalNursery_Simplified.xlsx
ALIVE,2009-1966,K:LCD-2009-1966*1,Pilosocereus,Pilosocereus,Pilosocereus,Cactaceae,,N - Natural Source and Progeny,,19-02-2024,TropicalNursery_Simplified.xlsx
ALIVE,2020-536,K:LCD-2020-536*1,Conophytum pellucidum,Conophytum pellucidum,Conophytum,Aizoaceae,,N - Natural Source and Progeny,,19-12-2023,TropicalNursery_Simplified.xlsx
ALIVE,2020-857,K:LCD-2020-857*1,Lithops hallii,Lithops hallii,Lithops,Aizoaceae,,,South Africa,21-11-2023,TropicalNursery_Simplified.xlsx
ALIVE,2002-1338,K:LCD-2002-1338*2,Bulbophyllum membranaceum,Bulbophyllum membranaceum,Bulbophyllum,Orchidaceae,,,,15-07-2024,TropicalNursery_Simplified.xlsx
ALIVE,1955-20202,K:LCD-1955-20202*1,Cheiridopsis speciosa,Cheiridopsis speciosa,Cheiridopsis,Aizoaceae,,,,18-03-2025,TropicalNursery_Simplified.xlsx
ALIVE,2012-559,K:LCD-2012-559*2,Hibiscus boryanus,Hibiscus boryanus,Hibiscus,Malvaceae,,,Mauritius,16-02-2024,TropicalNursery_Simplified.xlsx
ALIVE,2005-966,K:LCD-2005-966*1,Porroglossum echidna,Porroglossum echidna,Porroglossum,Orchidaceae,,,,20-01-2023,TropicalNursery_Simplified.xlsx
ALIVE,2000-728,K:LCD-2000-728*1,Argyroderma,Argyroderma,Argyroderma,Aizoaceae,,,,12-12-2023,TropicalNursery_Simplified.xlsx
ALIVE,2008-2267,K:LCD-2008-2267*1,Parodia mammulosa,Parodia mammulosa,Parodia,Cactaceae,,,,14-11-2023,TropicalNursery_Simplified.xlsx
ALIVE,2014-1579,K:LCD-2014-1579*1,Tillandsia hondurensis,Tillandsia hondurensis,Tillandsia,Bromeliaceae,,,,16-07-2024,TropicalNursery_Simplified.xlsx
ALIVE,1979-3269,K:LCD-1979-3269*1,Anthurium michelii,Anthurium michelii,Anthurium,Araceae,,N - Natural Source and Progeny,Costa Rica,07-02-2024,TropicalNursery_Simplified.xlsx
ALIVE,2005-2794,K:LCD-2005-2794*1,Platystele,Platystele,Platystele,Orchidaceae,,,,19-10-2021,TropicalNursery_Simplified.xlsx
ALIVE,2003-589,K:LCD-2003-589*1,Hereroa calycina,Hereroa calycina,Hereroa,Aizoaceae,,,,19-12-2023,TropicalNursery_Simplified.xlsx
ALIVE,1965-57615,K:LCD-1965-57615*1,Maranta cristata,Maranta bicolor,Maranta,Marantaceae,,,,12-05-2023,TropicalNursery_Simplified.xlsx
ALIVE,2011-266,K:LCD-2011-266*1,Mammillaria dixanthocentron,Mammillaria dixanthocentron,Mammillaria,Cactaceae,,,,14-01-2025,TropicalNursery_Simplified.xlsx
ALIVE,1978-1746,K:LCD-1978-1746*1,Peperomia hylophila,Peperomia hylophila,Peperomia,Piperaceae,,N - Natural Source and Progeny,Mexico,05-05-2022,TropicalNursery_Simplified.xlsx
ALIVE,1969-1800,K:LCD-1969-1800*2,Peperomia leptostachya,Peperomia blanda var. leptostachya,Peperomia,Piperaceae,,,,05-05-2022,TropicalNursery_Simplified.xlsx
ALIVE,1959-32201,K:LCD-1959-32201*2,Ilex fargesii subsp. melanotricha,Ilex melanotricha,Ilex,Aquifoliaceae,,,,05-12-2024,TropicalNursery_Simplified.xlsx
ALIVE,1963-60404,K:LCD-1963-60404*1,Pachyphytum glutinicaule,Pachyphytum glutinicaule,Pachyphytum,Crassulaceae,,,,21-03-2025,TropicalNursery_Simplified.xlsx
ALIVE,2009-1736,K:LCD-2009-1736*1,Nepenthes bokorensis,Nepenthes bokorensis,Nepenthes,Nepenthaceae,,,,30-09-2024,TropicalNursery_Simplified.xlsx
ALIVE,1975-2023,K:LCD-1975-2023*1,Kleinia gregorii,Kleinia gregorii,Kleinia,Asteraceae,,N - Natural Source and Progeny,Kenya,14-02-2024,TropicalNursery_Simplified.xlsx
ALIVE,2001-3248,K:LCD-2001-3248*2,Combretum micranthum,Combretum micranthum,Combretum,Combretaceae,,,Senegal,22-09-2022,TropicalNursery_Simplified.xlsx
ALIVE,2018-1038,K:LCD-2018-1038*1,Maxillaria christensonii,Maxillaria christensonii,Maxillaria,Orchidaceae,,,,04-12-2024,TropicalNursery_Simplified.xlsx
ALIVE,1965-11309,K:LCD-1965-11309*1,Crassula sarmentosa,Crassula sarmentosa,Crassula,Crassulaceae,,,,09-01-2024,TropicalNursery_Simplified.xlsx
ALIVE,1997-6890,K:LCD-1997-6890*1,Aloe striata,Aloe striata,Aloe,Asphodelaceae,,,,19-03-2025,TropicalNursery_Simplified.xlsx
ALIVE,2004-3500,K:LCD-2004-3500*1,Sedum dasyphyllum,Sedum dasyphyllum,Sedum,Crassulaceae,,N - Natural Source and Progeny,,14-01-2025,TropicalNursery_Simplified.xlsx
ALIVE,1990-1689,K:LCD-1990-1689*1,Haworthiopsis limifolia var. gigantea,Haworthiopsis limifolia var. gigantea,Haworthiopsis,Asphodelaceae,,N - Natural Source and Progeny,South Africa,24-11-2021,TropicalNursery_Simplified.xlsx
ALIVE,1994-2605,K:LCD-1994-2605*1,Hymenocallis littoralis,Hymenocallis littoralis,Hymenocallis,Amaryllidaceae,,N - Natural Source and Progeny,Mexico,17-11-2022,TropicalNursery_Simplified.xlsx
ALIVE,1973-3532,K:LCD-1973-3532*1,Haworthiopsis reinwardtii,Haworthia reinwardtii,Haworthia,Asphodelaceae,,N - Natural Source and Progeny,South Africa,24-11-2021,TropicalNursery_Simplified.xlsx
ALIVE,2018-1210,K:LCD-2018-1210*1,Phalaenopsis pulcherrima,Phalaenopsis pulcherrima,Phalaenopsis,Orchidaceae,,N - Natural Source and Progeny,,04-07-2024,TropicalNursery_Simplified.xlsx
ALIVE,2007-889,K:LCD-2007-889*1,Pisonia subcordata,Pisonia subcordata,Pisonia,Nyctaginaceae,,N - Natural Source and Progeny,Montserrat,20-12-2023,TropicalNursery_Simplified.xlsx
ALIVE,2020-1041,K:LCD-2020-1041*1,Adromischus,Adromischus,Adromischus,Crassulaceae,,N - Natural Source and Progeny,South Africa,29-10-2024,TropicalNursery_Simplified.xlsx
ALIVE,2019-1189,K:LCD-2019-1189*1,Drosera rotundifolia,Drosera rotundifolia,Drosera,Droseraceae,,N - Natural Source and Progeny,United Kingdom,05-07-2022,TropicalNursery_Simplified.xlsx
ALIVE,2002-2333,K:LCD-2002-2333*1,Aylostera pygmaea,Rebutia pygmaea,Rebutia,Cactaceae,,,,17-10-2023,TropicalNursery_Simplified.xlsx
ALIVE,2013-1590,K:LCD-2013-1590*1,Smitinandia helferi,Smitinandia helferi,Smitinandia,Orchidaceae,,N - Natural Source and Progeny,,04-11-2024,TropicalNursery_Simplified.xlsx
ALIVE,1985-582,K:LCD-1985-582*1,Lobivia backebergii,Echinopsis backebergii,Echinopsis,Cactaceae,,,,21-10-2022,TropicalNursery_Simplified.xlsx
ALIVE,1999-3220,K:LCD-1999-3220*1,Agave obscura,Agave obscura,Agave,Asparagaceae,,,,22-10-2024,TropicalNursery_Simplified.xlsx
ALIVE,1978-6227,K:LCD-1978-6227*3,Opuntia galapageia subvar. barringtonensis,Opuntia galapageia subvar. barringtonensis,Opuntia,Cactaceae,,N - Natural Source and Progeny,Ecuador,28-12-2023,TropicalNursery_Simplified.xlsx
ALIVE,2019-71,K:LCD-2019-71*1,Amorphophallus aphyllus,Amorphophallus aphyllus,Amorphophallus,Araceae,,N - Natural Source and Progeny,Guinea,13-10-2022,TropicalNursery_Simplified.xlsx
ALIVE,1975-2345,K:LCD-1975-2345*1,Haworthiopsis coarctata var. coarctata,Haworthia reinwardtii var. fallax,Haworthia,Asphodelaceae,,,,24-11-2021,TropicalNursery_Simplified.xlsx
ALIVE,1998-362,K:LCD-1998-362*1,Strombocactus disciformis,Strombocactus disciformis,Strombocactus,Cactaceae,,,,20-10-2023,TropicalNursery_Simplified.xlsx
ALIVE,1966-38950,K:LCD-1966-38950*1,Echinopsis lageniformis,Echinopsis lageniformis,Echinopsis,Cactaceae,,N - Natural Source and Progeny,Bolivia,29-07-2023,TropicalNursery_Simplified.xlsx
ALIVE,1978-1974,K:LCD-1978-1974*2,Aloe vacillans,Aloe vacillans,Aloe,Asphodelaceae,,N - Natural Source and Progeny,Yemen,06-01-2022,TropicalNursery_Simplified.xlsx
ALIVE,2017-112,K:LCD-2017-112*1,Coryphantha,Coryphantha,Coryphantha,Cactaceae,,,Mexico,08-12-2022,TropicalNursery_Simplified.xlsx
ALIVE,1980-6139,K:LCD-1980-6139*1,Cephalocereus polylophus,Neobuxbaumia polylopha,Neobuxbaumia,Cactaceae,,,,23-06-2022,TropicalNursery_Simplified.xlsx
ALIVE,1980-2636,K:LCD-1980-2636*1,,Phragmipedium Sedenii gx 'Candidulum',Phragmipedium,Orchidaceae,,,,13-06-2024,TropicalNursery_Simplified.xlsx
ALIVE,1977-3112,K:LCD-1977-3112*2,Kleinia semperviva,Kleinia semperviva,Kleinia,Asteraceae,,N - Natural Source and Progeny,Yemen,29-08-2024,TropicalNursery_Simplified.xlsx
ALIVE,1995-513,K:LCD-1995-513*2,Streptocarpus ionanthus,Saintpaulia ionantha,Saintpaulia,Gesneriaceae,,N - Natural Source and Progeny,Tanzania,05-10-2024,TropicalNursery_Simplified.xlsx
ALIVE,2010-978,K:LCD-2010-978*2,Amorphophallus titanum,Amorphophallus titanum,Amorphophallus,Araceae,,,,31-07-2023,TropicalNursery_Simplified.xlsx
ALIVE,2010-2063,K:LCD-2010-2063*1,Agave vizcainoensis,Agave vizcainoensis,Agave,Asparagaceae,,,,22-10-2024,TropicalNursery_Simplified.xlsx
ALIVE,1986-2054,K:LCD-1986-2054*1,Airampoa soehrensii,Tunilla soehrensii,Tunilla,Cactaceae,,N - Natural Source and Progeny,Argentina,19-12-2023,TropicalNursery_Simplified.xlsx
ALIVE,1995-4148,K:LCD-1995-4148*1,Coccinia sessilifolia,Coccinia sessilifolia,Coccinia,Cucurbitaceae,,N - Natural Source and Progeny,Botswana,29-02-2024,TropicalNursery_Simplified.xlsx
ALIVE,2012-161,K:LCD-2012-161*1,Passiflora glandulosa,Passiflora glandulosa,Passiflora,Passifloraceae,,,,19-01-2022,TropicalNursery_Simplified.xlsx
ALIVE,1973-13723,K:LCD-1973-13723*1,Peperomia incana,Peperomia incana,Peperomia,Piperaceae,,,,05-05-2022,TropicalNursery_Simplified.xlsx
