Is Dead,Accession Number,Catalogue Number,Accepted Name,TaxonomicName,Genus,Family,Provenance Code,Legacy Provenance Code,Country ISO,Last Seen On,source_file,Accession Date
ALIVE,1985-2070,K:LCD-1985-2070*3,Lotus berthelotii,Lotus berthelotii,Lotus,Fabaceae,,,,29-12-2024,TropicalNursery_Simplified.xlsx,1985
ALIVE,2002-2685,K:LCD-2002-2685*1,Adenium obesum,Adenium obesum,Adenium,Apocynaceae,,,,12-02-2024,TropicalNursery_Simplified.xlsx,2002
ALIVE,2001-3853,K:LCD-2001-3853*2,Selenicereus validus,Selenicereus validus,Selenicereus,Cactaceae,,,,28-07-2025,TropicalNursery_Simplified.xlsx,2001
ALIVE,1973-13709,K:LCD-1973-13709*4,Vanilla imperialis,Vanilla imperialis,Vanilla,Orchidaceae,,,,16-01-2025,TropicalNursery_Simplified.xlsx,1973
ALIVE,2005-148,K:LCD-2005-148*1,,Pelargonium 'Lemon Sherbert',Pelargonium,Geraniaceae,,,,25-07-2025,TropicalNursery_Simplified.xlsx,2005
ALIVE,1993-3437,K:LCD-1993-3437*1,,Jasminum polyanthum 'Harlequin',Jasminum,Oleaceae,,,,25-07-2025,TropicalNursery_Simplified.xlsx,1993
ALIVE,2013-576,K:LCD-2013-576*4,Citrus hystrix,Citrus hystrix,Citrus,Rutaceae,,,,25-07-2025,TropicalNursery_Simplified.xlsx,2013
ALIVE,2014-1360,K:LCD-2014-1360*1,Alyogyne,Alyogyne,Alyogyne,Malvaceae,,,Australia,25-07-2025,TropicalNursery_Simplified.xlsx,2014
ALIVE,1997-6061,K:LCD-1997-6061*1,Deamia chontalensis,Strophocactus chontalensis,Strophocactus,Cactaceae,,N - Natural Source and Progeny,Mexico,24-07-2025,TropicalNursery_Simplified.xlsx,1997
ALIVE,1988-1945,K:LCD-1988-1945*1,Begonia diadema,Begonia diadema,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1988
ALIVE,1988-3340,K:LCD-1988-3340*1,,Begonia 'Burle Marx',Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1988
ALIVE,1989-1745,K:LCD-1989-1745*1,Polystachya dolichophylla,Polystachya dolichophylla,Polystachya,Orchidaceae,,N - Natural Source and Progeny,Cameroon,26-09-2024,TropicalNursery_Simplified.xlsx,1989
ALIVE,1992-2097,K:LCD-1992-2097*1,Begonia gehrtii,Begonia gehrtii,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1992
ALIVE,1999-3374,K:LCD-1999-3374*1,Begonia longifolia,Begonia longifolia,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1999
ALIVE,1995-3970,K:LCD-1995-3970*1,Nepenthes pervillei,Nepenthes pervillei,Nepenthes,Nepenthaceae,,,,26-07-2023,TropicalNursery_Simplified.xlsx,1995
ALIVE,1999-3386,K:LCD-1999-3386*1,Begonia serotina,Begonia serotina,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1999
ALIVE,2000-2719,K:LCD-2000-2719*1,Begonia corallina,Begonia corallina,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,2000
ALIVE,2001-1417,K:LCD-2001-1417*1,Nepenthes ventricosa,Nepenthes ventricosa,Nepenthes,Nepenthaceae,,,,26-07-2023,TropicalNursery_Simplified.xlsx,2001
ALIVE,2002-2487,K:LCD-2002-2487*1,Oncidium isthmi,Oncidium isthmi,Oncidium,Orchidaceae,,,,22-01-2025,TropicalNursery_Simplified.xlsx,2002
ALIVE,2003-2755,K:LCD-2003-2755*1,Nepenthes × superba,Nepenthes × superba,Nepenthes,Nepenthaceae,,,,29-10-2024,TropicalNursery_Simplified.xlsx,2003
ALIVE,2004-716,K:LCD-2004-716*1,Bulbophyllum auratum,Bulbophyllum auratum,Bulbophyllum,Orchidaceae,,,,24-04-2024,TropicalNursery_Simplified.xlsx,2004
ALIVE,2005-2697,K:LCD-2005-2697*1,Polystachya nyanzensis,Polystachya nyanzensis,Polystachya,Orchidaceae,,,,26-09-2024,TropicalNursery_Simplified.xlsx,2005
ALIVE,2005-916,K:LCD-2005-916*1,Gomesa barbaceniae,Oncidium montanum,Oncidium,Orchidaceae,,,,22-01-2025,TropicalNursery_Simplified.xlsx,2005
ALIVE,2005-2752,K:LCD-2005-2752*1,Oncidium andradeanum,Oncidium andradeanum,Oncidium,Orchidaceae,,,,22-01-2025,TropicalNursery_Simplified.xlsx,2005
ALIVE,2010-1257,K:LCD-2010-1257*1,,Nepenthes ampullaria 'Brunei Red',Nepenthes,Nepenthaceae,,N - Natural Source and Progeny,Brunei,02-08-2023,TropicalNursery_Simplified.xlsx,2010
ALIVE,1953-39101,K:LCD-1953-39101*1,Begonia acerifolia,Begonia acerifolia,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1953
ALIVE,1947-41102,K:LCD-1947-41102*1,Coelogyne huettneriana,Coelogyne huettneriana,Coelogyne,Orchidaceae,,,,08-07-2024,TropicalNursery_Simplified.xlsx,1947
ALIVE,1953-39104,K:LCD-1953-39104*1,Begonia nepalensis,Begonia gigantea,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1953
ALIVE,1954-15601,K:LCD-1954-15601*1,Begonia sanguinea,Begonia sanguinea,Begonia,Begoniaceae,,,,02-06-2025,TropicalNursery_Simplified.xlsx,1954
ALIVE,1958-79703,K:LCD-1958-79703*1,Begonia obliqua,Begonia dominicalis,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1958
ALIVE,1962-56704,K:LCD-1962-56704*1,,Begonia 'Lettonica',Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1962
ALIVE,1962-70305,K:LCD-1962-70305*1,Oncidium baueri,Oncidium baueri,Oncidium,Orchidaceae,,,,22-01-2025,TropicalNursery_Simplified.xlsx,1962
ALIVE,1968-27001,K:LCD-1968-27001*1,Begonia isoptera,Begonia isoptera,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1968
ALIVE,1969-17689,K:LCD-1969-17689*1,,Begonia × digswelliana,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1969
ALIVE,1970-4596,K:LCD-1970-4596*1,Begonia itaguassuensis,Begonia itaguassuensis,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1970
ALIVE,1972-1897,K:LCD-1972-1897*1,Begonia platanifolia,Begonia platanifolia,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1972
ALIVE,1973-19840,K:LCD-1973-19840*1,Begonia luxurians,Begonia luxurians,Begonia,Begoniaceae,,,,15-02-2024,TropicalNursery_Simplified.xlsx,1973
ALIVE,1973-20958,K:LCD-1973-20958*1,Begonia fagifolia,Begonia fagifolia,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1973
ALIVE,1973-20959,K:LCD-1973-20959*1,Begonia furfuracea,Begonia furfuracea,Begonia,Begoniaceae,,,,13-05-2022,TropicalNursery_Simplified.xlsx,1973
ALIVE,1973-3472,K:LCD-1973-3472*1,Pinalia spicata,Pinalia spicata,Pinalia,Orchidaceae,,N - Natural Source and Progeny,Nepal,19-10-2021,TropicalNursery_Simplified.xlsx,1973
ALIVE,1974-1128,K:LCD-1974-1128*1,Begonia reniformis,Begonia reniformis,Begonia,Begoniaceae,,N - Natural Source and Progeny,Brazil,12-05-2022,TropicalNursery_Simplified.xlsx,1974
ALIVE,1977-490,K:LCD-1977-490*1,Begonia dipetala,Begonia dipetala,Begonia,Begoniaceae,,N - Natural Source and Progeny,India,12-05-2022,TropicalNursery_Simplified.xlsx,1977
ALIVE,1977-492,K:LCD-1977-492*1,Begonia malabarica,Begonia malabarica,Begonia,Begoniaceae,,N - Natural Source and Progeny,India,12-05-2022,TropicalNursery_Simplified.xlsx,1977
ALIVE,1978-1949,K:LCD-1978-1949*1,Bulbophyllum baileyi,Bulbophyllum baileyi,Bulbophyllum,Orchidaceae,,N - Natural Source and Progeny,Australia,16-01-2025,TropicalNursery_Simplified.xlsx,1978
ALIVE,1979-193,K:LCD-1979-193*1,Begonia augustinei,Begonia augustinei,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1979
ALIVE,1980-530,K:LCD-1980-530*1,Begonia meridensis,Begonia meridensis,Begonia,Begoniaceae,,N - Natural Source and Progeny,Venezuela,13-05-2022,TropicalNursery_Simplified.xlsx,1980
ALIVE,1979-206,K:LCD-1979-206*1,Begonia obliqua,Begonia dominicalis,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1979
ALIVE,1980-6137,K:LCD-1980-6137*1,Begonia corallina,Begonia corallina,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1980
ALIVE,1983-2403,K:LCD-1983-2403*1,Polystachya setifera,Polystachya setifera,Polystachya,Orchidaceae,,N - Natural Source and Progeny,Sao Tome and Principe,26-09-2024,TropicalNursery_Simplified.xlsx,1983
ALIVE,1984-2362,K:LCD-1984-2362*1,Begonia microsperma,Begonia microsperma,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1984
ALIVE,1984-2364,K:LCD-1984-2364*1,Begonia × albopicta,Begonia × albopicta,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1984
ALIVE,1984-2371,K:LCD-1984-2371*1,Begonia olbia,Begonia olbia,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1984
ALIVE,1984-3421,K:LCD-1984-3421*1,Begonia rajah,Begonia rajah,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1984
ALIVE,1984-3422,K:LCD-1984-3422*1,Begonia ramentacea,Begonia ramentacea,Begonia,Begoniaceae,,,,12-05-2022,TropicalNursery_Simplified.xlsx,1984
ALIVE,1986-4578,K:LCD-1986-4578*1,Bulbophyllum biantennatum,Bulbophyllum biantennatum,Bulbophyllum,Orchidaceae,,N - Natural Source and Progeny,Indonesia,16-01-2025,TropicalNursery_Simplified.xlsx,1986
ALIVE,1986-2965,K:LCD-1986-2965*1,Begonia quadrialata,Begonia quadrialata,Begonia,Begoniaceae,,N - Natural Source and Progeny,Nigeria,12-05-2022,TropicalNursery_Simplified.xlsx,1986
ALIVE,2011-1519,K:LCD-2011-1519*1,Bulbophyllum maxillare,Bulbophyllum maxillare,Bulbophyllum,Orchidaceae,,N - Natural Source and Progeny,Papua New Guinea,16-01-2025,TropicalNursery_Simplified.xlsx,2011
ALIVE,2011-1577,K:LCD-2011-1577*1,Bulbophyllum cerinum,Bulbophyllum cerinum,Bulbophyllum,Orchidaceae,,N - Natural Source and Progeny,Papua New Guinea,16-01-2025,TropicalNursery_Simplified.xlsx,2011
ALIVE,2013-1666,K:LCD-2013-1666*1,Coelogyne pallens,Coelogyne pallens,Coelogyne,Orchidaceae,,N - Natural Source and Progeny,,16-01-2025,TropicalNursery_Simplified.xlsx,2013
ALIVE,2014-219,K:LCD-2014-219*1,Bulbophyllum pubiflorum,Bulbophyllum pubiflorum,Bulbophyllum,Orchidaceae,,,,04-11-2024,TropicalNursery_Simplified.xlsx,2014
ALIVE,1973-13741,K:LCD-1973-13741*5,Platycerium superbum,Platycerium superbum,Platycerium,Polypodiaceae,,,,30-01-2024,TropicalNursery_Simplified.xlsx,1973
ALIVE,1976-1559,K:LCD-1976-1559*1,Platycerium grande,Platycerium grande,Platycerium,Polypodiaceae,,N - Natural Source and Progeny,Philippines,05-07-2022,TropicalNursery_Simplified.xlsx,1976
ALIVE,1982-5284,K:LCD-1982-5284*1,Dendrobium kingianum,Dendrobium kingianum,Dendrobium,Orchidaceae,,N - Natural Source and Progeny,Australia,22-07-2025,TropicalNursery_Simplified.xlsx,1982
ALIVE,2002-1357,K:LCD-2002-1357*1,,Dendrobium × delicatum 'Wisley',Dendrobium,Orchidaceae,,,,09-04-2024,TropicalNursery_Simplified.xlsx,2002
ALIVE,1976-142,K:LCD-1976-142*1,Dendrobium × speciokingianum nothovar. delicatum,Dendrobium × delicatum,Dendrobium,Orchidaceae,,N - Natural Source and Progeny,Australia,22-07-2025,TropicalNursery_Simplified.xlsx,1976
ALIVE,1980-4430,K:LCD-1980-4430*4,Dendrobium × speciokingianum nothovar. delicatum,Dendrobium × delicatum,Dendrobium,Orchidaceae,,N - Natural Source and Progeny,Australia,09-04-2024,TropicalNursery_Simplified.xlsx,1980
ALIVE,1982-5258,K:LCD-1982-5258*3,Dendrobium × speciokingianum nothovar. delicatum,Dendrobium × delicatum,Dendrobium,Orchidaceae,,,,09-04-2024,TropicalNursery_Simplified.xlsx,1982
ALIVE,2010-1587,K:LCD-2010-1587*1,Dendrobium × speciokingianum nothovar. delicatum,Dendrobium × delicatum,Dendrobium,Orchidaceae,,,,09-04-2024,TropicalNursery_Simplified.xlsx,2010
ALIVE,1982-3729,K:LCD-1982-3729*1,Dendrobium × speciokingianum nothovar. delicatum,Dendrobium × delicatum,Dendrobium,Orchidaceae,,,,22-07-2025,TropicalNursery_Simplified.xlsx,1982
ALIVE,1976-3915,K:LCD-1976-3915*1,Oziroe argentinensis,Oziroe argentinensis,Oziroe,Asparagaceae,,N - Natural Source and Progeny,Argentina,22-07-2025,TropicalNursery_Simplified.xlsx,1976
ALIVE,1976-3906,K:LCD-1976-3906*1,Oziroe argentinensis,Oziroe argentinensis,Oziroe,Asparagaceae,,N - Natural Source and Progeny,Argentina,22-07-2025,TropicalNursery_Simplified.xlsx,1976
ALIVE,1976-3904,K:LCD-1976-3904*1,Oziroe argentinensis,Oziroe argentinensis,Oziroe,Asparagaceae,,N - Natural Source and Progeny,Argentina,22-07-2025,TropicalNursery_Simplified.xlsx,1976
ALIVE,2002-427,K:LCD-2002-427*1,Merwilla plumbea,Merwilla plumbea,Merwilla,Asparagaceae,,,,22-07-2025,TropicalNursery_Simplified.xlsx,2002
ALIVE,1976-1468,K:LCD-1976-1468*1,Ismene narcissiflora,Ismene narcissiflora,Ismene,Amaryllidaceae,,,,22-07-2025,TropicalNursery_Simplified.xlsx,1976
ALIVE,1994-2877,K:LCD-1994-2877*2,Gladiolus dalenii subsp. dalenii,Gladiolus dalenii subsp. dalenii,Gladiolus,Iridaceae,,N - Natural Source and Progeny,South Africa,22-07-2025,TropicalNursery_Simplified.xlsx,1994
ALIVE,1972-3947,K:LCD-1972-3947*1,Hypoxis villosa,Hypoxis villosa,Hypoxis,Hypoxidaceae,,N - Natural Source and Progeny,South Africa,22-07-2025,TropicalNursery_Simplified.xlsx,1972
ALIVE,1975-280,K:LCD-1975-280*2,Hypoxis urceolata,Hypoxis urceolata,Hypoxis,Hypoxidaceae,,N - Natural Source and Progeny,Tanzania,22-07-2025,TropicalNursery_Simplified.xlsx,1975
ALIVE,1962-13103,K:LCD-1962-13103*1,Euphorbia didiereoides,Euphorbia didiereoides,Euphorbia,Euphorbiaceae,,,,22-07-2025,TropicalNursery_Simplified.xlsx,1962
ALIVE,2003-2952,K:LCD-2003-2952*1,Euphorbia × lomi,Euphorbia × lomi,Euphorbia,Euphorbiaceae,,,,22-07-2025,TropicalNursery_Simplified.xlsx,2003
ALIVE,1970-3606,K:LCD-1970-3606*1,Dorstenia foetida,Dorstenia foetida,Dorstenia,Moraceae,,N - Natural Source and Progeny,Ethiopia,22-07-2025,TropicalNursery_Simplified.xlsx,1970
ALIVE,1965-57508,K:LCD-1965-57508*2,Rhipsalis mesembryanthemoides,Rhipsalis mesembryanthemoides,Rhipsalis,Cactaceae,,,,22-07-2025,TropicalNursery_Simplified.xlsx,1965
ALIVE,2008-2063,K:LCD-2008-2063*1,Haemanthus coccineus,Haemanthus coccineus,Haemanthus,Amaryllidaceae,,,,22-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,2008-2060,K:LCD-2008-2060*1,Haemanthus coccineus,Haemanthus coccineus,Haemanthus,Amaryllidaceae,,,,22-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,1995-3491,K:LCD-1995-3491*2,Ledebouria socialis,Ledebouria socialis,Ledebouria,Asparagaceae,,N - Natural Source and Progeny,South Africa,22-07-2025,TropicalNursery_Simplified.xlsx,1995
ALIVE,1997-7106,K:LCD-1997-7106*2,Drimiopsis maculata,Drimiopsis maculata,Drimiopsis,Asparagaceae,,N - Natural Source and Progeny,South Africa,22-07-2025,TropicalNursery_Simplified.xlsx,1997
ALIVE,1995-3489,K:LCD-1995-3489*2,Ledebouria revoluta,Ledebouria revoluta,Ledebouria,Asparagaceae,,N - Natural Source and Progeny,South Africa,22-07-2025,TropicalNursery_Simplified.xlsx,1995
ALIVE,2004-1288,K:LCD-2004-1288*1,Nerine,Nerine,Nerine,Amaryllidaceae,,,,22-07-2025,TropicalNursery_Simplified.xlsx,2004
ALIVE,1999-281,K:LCD-1999-281*1,Freesia leichtlinii subsp. alba,Freesia leichtlinii subsp. alba,Freesia,Iridaceae,,,,22-07-2025,TropicalNursery_Simplified.xlsx,1999
ALIVE,2012-95,K:LCD-2012-95*5,Cyanella aquatica,Cyanella aquatica,Cyanella,Tecophilaeaceae,,,,22-07-2025,TropicalNursery_Simplified.xlsx,2012
ALIVE,1997-7199,K:LCD-1997-7199*3,Lachenalia bowkeri,Lachenalia bowkeri,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,South Africa,22-07-2025,TropicalNursery_Simplified.xlsx,1997
ALIVE,1984-833,K:LCD-1984-833*1,Dracaena pethera,Sansevieria kirkii,Sansevieria,Asparagaceae,,,,22-07-2025,TropicalNursery_Simplified.xlsx,1984
ALIVE,1958-21902,K:LCD-1958-21902*1,Dracaena aethiopica,Sansevieria aethiopica,Sansevieria,Asparagaceae,,,,22-07-2025,TropicalNursery_Simplified.xlsx,1958
ALIVE,1993-312,K:LCD-1993-312*1,Dracaena zebra,Sansevieria metallica,Sansevieria,Asparagaceae,W - Wild,N - Natural Source and Progeny,Cameroon,22-07-2025,TropicalNursery_Simplified.xlsx,1993
ALIVE,1961-72204,K:LCD-1961-72204*2,Selenicereus monacanthus,Hylocereus polyrhizus,Hylocereus,Cactaceae,,,,21-07-2025,TropicalNursery_Simplified.xlsx,1961
ALIVE,2006-340,K:LCD-2006-340*3,Eulychnia breviflora,Eulychnia breviflora,Eulychnia,Cactaceae,W - Wild,N - Natural Source and Progeny,Chile,21-07-2025,TropicalNursery_Simplified.xlsx,2006
ALIVE,1965-75311,K:LCD-1965-75311*1,Deuterocohnia brevifolia,Deuterocohnia brevifolia,Deuterocohnia,Bromeliaceae,,,,21-07-2025,TropicalNursery_Simplified.xlsx,1965
ALIVE,1978-1447,K:LCD-1978-1447*2,Soehrensia thelegona,Echinopsis thelegona,Echinopsis,Cactaceae,,,,15-07-2025,TropicalNursery_Simplified.xlsx,1978
ALIVE,2001-310,K:LCD-2001-310*1,Epipremnum amplissimum,Epipremnum amplissimum,Epipremnum,Araceae,,,,04-07-2024,TropicalNursery_Simplified.xlsx,2001
ALIVE,2000-4574,K:LCD-2000-4574*1,Typhonium filiforme,Typhonium filiforme,Typhonium,Araceae,,,Thailand,27-06-2024,TropicalNursery_Simplified.xlsx,2000
ALIVE,1999-3075,K:LCD-1999-3075*1,Schismatoglottis calyptrata,Schismatoglottis calyptrata,Schismatoglottis,Araceae,,,Malaysia,04-07-2024,TropicalNursery_Simplified.xlsx,1999
ALIVE,1998-1158,K:LCD-1998-1158*1,Rhaphidophora hongkongensis,Rhaphidophora hongkongensis,Rhaphidophora,Araceae,,N - Natural Source and Progeny,China,04-07-2024,TropicalNursery_Simplified.xlsx,1998
ALIVE,1997-7422,K:LCD-1997-7422*3,Rhaphidophora tetrasperma,Rhaphidophora tetrasperma,Rhaphidophora,Araceae,,,,04-07-2024,TropicalNursery_Simplified.xlsx,1997
ALIVE,1997-5856,K:LCD-1997-5856*1,Amydrium medium,Amydrium medium,Amydrium,Araceae,,N - Natural Source and Progeny,Thailand,04-07-2024,TropicalNursery_Simplified.xlsx,1997
ALIVE,1996-5106,K:LCD-1996-5106*1,Rhaphidophora peepla,Rhaphidophora peepla,Rhaphidophora,Araceae,,N - Natural Source and Progeny,Thailand,27-06-2024,TropicalNursery_Simplified.xlsx,1996
ALIVE,1996-1266,K:LCD-1996-1266*1,Epipremnum falcifolium,Epipremnum falcifolium,Epipremnum,Araceae,,N - Natural Source and Progeny,India,04-07-2024,TropicalNursery_Simplified.xlsx,1996
ALIVE,1995-2416,K:LCD-1995-2416*1,Spathiphyllum commutatum,Spathiphyllum commutatum,Spathiphyllum,Araceae,,,,01-07-2025,TropicalNursery_Simplified.xlsx,1995
ALIVE,1994-2591,K:LCD-1994-2591*3,Spathiphyllum cochlearispathum,Spathiphyllum cochlearispathum,Spathiphyllum,Araceae,,N - Natural Source and Progeny,Mexico,01-07-2025,TropicalNursery_Simplified.xlsx,1994
ALIVE,1993-3156,K:LCD-1993-3156*1,Anchomanes difformis,Anchomanes difformis,Anchomanes,Araceae,,N - Natural Source and Progeny,Cameroon,11-08-2023,TropicalNursery_Simplified.xlsx,1993
ALIVE,1985-2789,K:LCD-1985-2789*3,Epipremnum pinnatum,Epipremnum pinnatum,Epipremnum,Araceae,,N - Natural Source and Progeny,Philippines,07-03-2024,TropicalNursery_Simplified.xlsx,1985
ALIVE,1982-5009,K:LCD-1982-5009*1,Amydrium zippelianum,Amydrium zippelianum,Amydrium,Araceae,,N - Natural Source and Progeny,Malaysia,04-07-2024,TropicalNursery_Simplified.xlsx,1982
ALIVE,1982-4625,K:LCD-1982-4625*1,Nephthytis swainei,Nephthytis swainei,Nephthytis,Araceae,,N - Natural Source and Progeny,Ghana,21-12-2022,TropicalNursery_Simplified.xlsx,1982
ALIVE,1982-4608,K:LCD-1982-4608*1,Nephthytis afzelii,Nephthytis afzelii,Nephthytis,Araceae,,,Cote d'Ivoire,04-07-2024,TropicalNursery_Simplified.xlsx,1982
ALIVE,1981-4218,K:LCD-1981-4218*1,Rhaphidophora decursiva,Rhaphidophora decursiva,Rhaphidophora,Araceae,,,,27-06-2024,TropicalNursery_Simplified.xlsx,1981
ALIVE,1979-3384,K:LCD-1979-3384*1,Spathicarpa hastifolia,Spathicarpa hastifolia,Spathicarpa,Araceae,,,,27-06-2024,TropicalNursery_Simplified.xlsx,1979
ALIVE,1978-451,K:LCD-1978-451*1,Amydrium medium,Amydrium medium,Amydrium,Araceae,,N - Natural Source and Progeny,Malaysia,04-07-2024,TropicalNursery_Simplified.xlsx,1978
ALIVE,1977-5355,K:LCD-1977-5355*1,Dracontium asperum,Dracontium asperum,Dracontium,Araceae,,,,27-06-2024,TropicalNursery_Simplified.xlsx,1977
ALIVE,1976-494,K:LCD-1976-494*1,Dieffenbachia daguensis,Dieffenbachia daguensis,Dieffenbachia,Araceae,,N - Natural Source and Progeny,Costa Rica,07-03-2024,TropicalNursery_Simplified.xlsx,1976
ALIVE,1967-49401,K:LCD-1967-49401*1,Zamioculcas zamiifolia,Zamioculcas zamiifolia,Zamioculcas,Araceae,,N - Natural Source and Progeny,Tanzania,11-08-2023,TropicalNursery_Simplified.xlsx,1967
ALIVE,1963-41001,K:LCD-1963-41001*2,Pistia stratiotes,Pistia stratiotes,Pistia,Araceae,,N - Natural Source and Progeny,Malaysia,04-07-2024,TropicalNursery_Simplified.xlsx,1963
ALIVE,1953-40702,K:LCD-1953-40702*1,Anchomanes difformis,Anchomanes difformis,Anchomanes,Araceae,,,,08-12-2022,TropicalNursery_Simplified.xlsx,1953
ALIVE,2001-289,K:LCD-2001-289*2,Rhaphidophora latevaginata,Rhaphidophora latevaginata,Rhaphidophora,Araceae,,N - Natural Source and Progeny,Malaysia,04-07-2024,TropicalNursery_Simplified.xlsx,2001
ALIVE,1983-901,K:LCD-1983-901*1,Cymbidium aloifolium,Cymbidium aloifolium,Cymbidium,Orchidaceae,,N - Natural Source and Progeny,Thailand,17-07-2025,TropicalNursery_Simplified.xlsx,1983
ALIVE,1910-31301,K:LCD-1910-31301*1,Stanhopea ruckeri,Stanhopea ruckeri,Stanhopea,Orchidaceae,,,,17-07-2025,TropicalNursery_Simplified.xlsx,1910
ALIVE,1979-3524,K:LCD-1979-3524*1,Aechmea comata,Aechmea comata,Aechmea,Bromeliaceae,,,,17-07-2025,TropicalNursery_Simplified.xlsx,1979
ALIVE,2008-1385,K:LCD-2008-1385*1,Guzmania monostachia,Guzmania monostachia var. alba,Guzmania,Bromeliaceae,,,,17-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,2004-1311,K:LCD-2004-1311*1,Vriesea inflata,Vriesea incurvata var. inflata,Vriesea,Bromeliaceae,,,,17-07-2025,TropicalNursery_Simplified.xlsx,2004
ALIVE,2004-1311,K:LCD-2004-1311*3,Vriesea inflata,Vriesea incurvata var. inflata,Vriesea,Bromeliaceae,,,,17-07-2025,TropicalNursery_Simplified.xlsx,2004
ALIVE,2004-1457,K:LCD-2004-1457*1,Werauhia vanhyningii,Werauhia vanhyningii,Werauhia,Bromeliaceae,,,,17-07-2025,TropicalNursery_Simplified.xlsx,2004
ALIVE,2008-144,K:LCD-2008-144*1,Vriesea platynema var. platynema,Vriesea platynema var. rosea,Vriesea,Bromeliaceae,,,Brazil,17-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,2008-144,K:LCD-2008-144*2,Vriesea platynema var. platynema,Vriesea platynema var. rosea,Vriesea,Bromeliaceae,,,Brazil,17-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,1973-1771,K:LCD-1973-1771*1,Wittrockia superba,Wittrockia superba,Wittrockia,Bromeliaceae,,,,17-07-2025,TropicalNursery_Simplified.xlsx,1973
ALIVE,1974-1255,K:LCD-1974-1255*1,Wittmackia pernambucentris,Wittmackia pernambucentris,Wittmackia,Bromeliaceae,,N - Natural Source and Progeny,Brazil,17-07-2025,TropicalNursery_Simplified.xlsx,1974
ALIVE,1973-4236,K:LCD-1973-4236*1,Wittmackia lingulata,Wittmackia lingulata,Wittmackia,Bromeliaceae,,N - Natural Source and Progeny,Trinidad and Tobago,17-07-2025,TropicalNursery_Simplified.xlsx,1973
ALIVE,1978-6017,K:LCD-1978-6017*1,Wittmackia lingulata,Wittmackia lingulata,Wittmackia,Bromeliaceae,,N - Natural Source and Progeny,Saint Lucia,17-07-2025,TropicalNursery_Simplified.xlsx,1978
ALIVE,1978-6336,K:LCD-1978-6336*1,Werauhia ringens,Werauhia ringens,Werauhia,Bromeliaceae,,N - Natural Source and Progeny,Saint Lucia,17-07-2025,TropicalNursery_Simplified.xlsx,1978
ALIVE,1971-3554,K:LCD-1971-3554*1,Werauhia gladioliflora,Werauhia gladioliflora,Werauhia,Bromeliaceae,,N - Natural Source and Progeny,Guyana,17-07-2025,TropicalNursery_Simplified.xlsx,1971
ALIVE,2008-1145,K:LCD-2008-1145*1,Vriesea sparsiflora,Vriesea sparsiflora,Vriesea,Bromeliaceae,,,Brazil,17-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,2008-1145,K:LCD-2008-1145*2,Vriesea sparsiflora,Vriesea sparsiflora,Vriesea,Bromeliaceae,,,Brazil,17-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,2008-1998,K:LCD-2008-1998*1,Vriesea schwackeana,Vriesea schwackeana,Vriesea,Bromeliaceae,,,Brazil,17-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,2008-1998,K:LCD-2008-1998*3,Vriesea schwackeana,Vriesea schwackeana,Vriesea,Bromeliaceae,,,Brazil,17-07-2025,TropicalNursery_Simplified.xlsx,2008
