Is Dead,Accession Number,Catalogue Number,Accepted Name,TaxonomicName,Genus,Family,Provenance Code,Legacy Provenance Code,Country ISO,Last Seen On,source_file,Accession Date
ALIVE,1979-3529,K:LCD-1979-3529*1,Aechmea calyculata,Aechmea calyculata,Aechmea,Bromeliaceae,,,,10-07-2025,TropicalNursery_Simplified.xlsx,1979
ALIVE,1979-3533,K:LCD-1979-3533*1,Aechmea calyculata,Aechmea calyculata,Aechmea,Bromeliaceae,,,,10-07-2025,TropicalNursery_Simplified.xlsx,1979
ALIVE,1973-1777,K:LCD-1973-1777*1,Aechmea bromeliifolia var. albobracteata,Aechmea bromeliifolia var. albobracteata,Aechmea,Bromeliaceae,,,,10-07-2025,TropicalNursery_Simplified.xlsx,1973
ALIVE,1968-33112,K:LCD-1968-33112*1,Aechmea bromeliifolia var. albobracteata,Aechmea bromeliifolia var. albobracteata,Aechmea,Bromeliaceae,,N - Natural Source and Progeny,Brazil,10-07-2025,TropicalNursery_Simplified.xlsx,1968
ALIVE,2000-1791,K:LCD-2000-1791*1,Aechmea bromeliifolia,Aechmea bromeliifolia,Aechmea,Bromeliaceae,,,,10-07-2025,TropicalNursery_Simplified.xlsx,2000
ALIVE,2008-652,K:LCD-2008-652*1,Aechmea bromeliifolia,Aechmea bromeliifolia,Aechmea,Bromeliaceae,,,,10-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,2004-1959,K:LCD-2004-1959*1,Aechmea bracteata,Aechmea bracteata,Aechmea,Bromeliaceae,,,,10-07-2025,TropicalNursery_Simplified.xlsx,2004
ALIVE,1967-59001,K:LCD-1967-59001*1,Aechmea bracteata,Aechmea bracteata,Aechmea,Bromeliaceae,,,,10-07-2025,TropicalNursery_Simplified.xlsx,1967
ALIVE,2007-2119,K:LCD-2007-2119*1,Aechmea blumenavii,Aechmea blumenavii,Aechmea,Bromeliaceae,,,,10-07-2025,TropicalNursery_Simplified.xlsx,2007
ALIVE,1974-828,K:LCD-1974-828*1,Aechmea blanchetiana,Aechmea blanchetiana,Aechmea,Bromeliaceae,,N - Natural Source and Progeny,Brazil,10-07-2025,TropicalNursery_Simplified.xlsx,1974
ALIVE,1975-2150,K:LCD-1975-2150*1,Aechmea aquilega,Aechmea aquilega,Aechmea,Bromeliaceae,,N - Natural Source and Progeny,Trinidad and Tobago,10-07-2025,TropicalNursery_Simplified.xlsx,1975
ALIVE,2008-1435,K:LCD-2008-1435*1,Ronnbergia allenii,Aechmea allenii,Aechmea,Bromeliaceae,,,Panama,10-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,1977-762,K:LCD-1977-762*1,Aechmea alba,Aechmea alba,Aechmea,Bromeliaceae,,N - Natural Source and Progeny,Brazil,10-07-2025,TropicalNursery_Simplified.xlsx,1977
ALIVE,1974-1544,K:LCD-1974-1544*1,Aechmea alba,Aechmea alba,Aechmea,Bromeliaceae,,N - Natural Source and Progeny,Brazil,10-07-2025,TropicalNursery_Simplified.xlsx,1974
ALIVE,1977-574,K:LCD-1977-574*1,Aechmea alba,Aechmea alba,Aechmea,Bromeliaceae,,N - Natural Source and Progeny,Brazil,10-07-2025,TropicalNursery_Simplified.xlsx,1977
ALIVE,1974-832,K:LCD-1974-832*1,Aechmea alba,Aechmea alba,Aechmea,Bromeliaceae,,N - Natural Source and Progeny,Brazil,10-07-2025,TropicalNursery_Simplified.xlsx,1974
ALIVE,1977-6109,K:LCD-1977-6109*1,Aechmea alba,Aechmea alba,Aechmea,Bromeliaceae,,N - Natural Source and Progeny,Brazil,10-07-2025,TropicalNursery_Simplified.xlsx,1977
ALIVE,1982-1624,K:LCD-1982-1624*1,Aechmea abbreviata,Aechmea abbreviata,Aechmea,Bromeliaceae,,N - Natural Source and Progeny,Ecuador,10-07-2025,TropicalNursery_Simplified.xlsx,1982
ALIVE,2011-1283,K:LCD-2011-1283*1,,Aechmea 'Foster's Favorite',Aechmea,Bromeliaceae,,,,10-07-2025,TropicalNursery_Simplified.xlsx,2011
ALIVE,2011-1354,K:LCD-2011-1354*1,Aechmea,Aechmea,Aechmea,Bromeliaceae,,,,10-07-2025,TropicalNursery_Simplified.xlsx,2011
ALIVE,1974-2535,K:LCD-1974-2535*2,Acanthostachys strobilacea,Acanthostachys strobilacea,Acanthostachys,Bromeliaceae,,,,10-07-2025,TropicalNursery_Simplified.xlsx,1974
ALIVE,2004-1570,K:LCD-2004-1570*1,Acanthostachys strobilacea,Acanthostachys strobilacea,Acanthostachys,Bromeliaceae,,,,10-07-2025,TropicalNursery_Simplified.xlsx,2004
ALIVE,1999-3152,K:LCD-1999-3152*1,Arpophyllum giganteum,Arpophyllum giganteum,Arpophyllum,Orchidaceae,,,,10-07-2025,TropicalNursery_Simplified.xlsx,1999
ALIVE,2006-1014,K:LCD-2006-1014*4,Cymbidium tracyanum,Cymbidium tracyanum,Cymbidium,Orchidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2006
ALIVE,2000-1552,K:LCD-2000-1552*1,,Myrmecodia tuberosa 'Armata',Myrmecodia,Rubiaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2000
ALIVE,1976-3870,K:LCD-1976-3870*1,Zephyranthes versicolor,Zephyranthes versicolor,Zephyranthes,Amaryllidaceae,,N - Natural Source and Progeny,Argentina,08-07-2025,TropicalNursery_Simplified.xlsx,1976
ALIVE,1996-535,K:LCD-1996-535*1,Zephyranthes tubispatha,Zephyranthes tubispatha,Zephyranthes,Amaryllidaceae,,N - Natural Source and Progeny,Argentina,08-07-2025,TropicalNursery_Simplified.xlsx,1996
ALIVE,1977-65,K:LCD-1977-65*1,Zephyranthes tubispatha,Zephyranthes tubispatha,Zephyranthes,Amaryllidaceae,,N - Natural Source and Progeny,Argentina,08-07-2025,TropicalNursery_Simplified.xlsx,1977
ALIVE,1976-3862,K:LCD-1976-3862*1,Zephyranthes tubispatha,Zephyranthes tubispatha,Zephyranthes,Amaryllidaceae,,N - Natural Source and Progeny,Argentina,08-07-2025,TropicalNursery_Simplified.xlsx,1976
ALIVE,1976-3857,K:LCD-1976-3857*1,Zephyranthes tubispatha,Zephyranthes tubispatha,Zephyranthes,Amaryllidaceae,,N - Natural Source and Progeny,Argentina,08-07-2025,TropicalNursery_Simplified.xlsx,1976
ALIVE,1976-3849,K:LCD-1976-3849*1,Zephyranthes tubispatha,Zephyranthes tubispatha,Zephyranthes,Amaryllidaceae,,N - Natural Source and Progeny,Argentina,08-07-2025,TropicalNursery_Simplified.xlsx,1976
ALIVE,1976-3845,K:LCD-1976-3845*1,Zephyranthes tubispatha,Zephyranthes tubispatha,Zephyranthes,Amaryllidaceae,,N - Natural Source and Progeny,Argentina,08-07-2025,TropicalNursery_Simplified.xlsx,1976
ALIVE,1967-47503,K:LCD-1967-47503*1,Zephyranthes tubispatha,Zephyranthes tubispatha,Zephyranthes,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1967
ALIVE,1966-39222,K:LCD-1966-39222*1,Zephyranthes tubispatha,Zephyranthes tubispatha,Zephyranthes,Amaryllidaceae,,N - Natural Source and Progeny,Mexico,08-07-2025,TropicalNursery_Simplified.xlsx,1966
ALIVE,1954-65902,K:LCD-1954-65902*1,Zephyranthes smallii,Zephyranthes smallii,Zephyranthes,Amaryllidaceae,,N - Natural Source and Progeny,United States,08-07-2025,TropicalNursery_Simplified.xlsx,1954
ALIVE,1965-68104,K:LCD-1965-68104*1,Zephyranthes minuta,Zephyranthes minuta,Zephyranthes,Amaryllidaceae,,N - Natural Source and Progeny,Mexico,08-07-2025,TropicalNursery_Simplified.xlsx,1965
ALIVE,1992-2462,K:LCD-1992-2462*1,Zephyranthes mesochloa,Zephyranthes mesochloa,Zephyranthes,Amaryllidaceae,,N - Natural Source and Progeny,Argentina,08-07-2025,TropicalNursery_Simplified.xlsx,1992
ALIVE,1990-8002,K:LCD-1990-8002*1,Zephyranthes magnoi,Zephyranthes magnoi,Zephyranthes,Amaryllidaceae,,N - Natural Source and Progeny,Argentina,08-07-2025,TropicalNursery_Simplified.xlsx,1990
ALIVE,1963-36501,K:LCD-1963-36501*1,Zephyranthes jonesii,Zephyranthes jonesii,Zephyranthes,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1963
ALIVE,1976-3858,K:LCD-1976-3858*1,Zephyranthes gracilifolia,Zephyranthes gracilifolia,Zephyranthes,Amaryllidaceae,,N - Natural Source and Progeny,Argentina,08-07-2025,TropicalNursery_Simplified.xlsx,1976
ALIVE,1976-3854,K:LCD-1976-3854*1,Zephyranthes filifolia,Zephyranthes filifolia,Zephyranthes,Amaryllidaceae,,N - Natural Source and Progeny,Argentina,08-07-2025,TropicalNursery_Simplified.xlsx,1976
ALIVE,1993-936,K:LCD-1993-936*1,Zephyranthes drummondii,Zephyranthes drummondii,Zephyranthes,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1993
ALIVE,1992-2264,K:LCD-1992-2264*1,Zephyranthes candida,Zephyranthes candida,Zephyranthes,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1992
ALIVE,1992-1843,K:LCD-1992-1843*1,Zephyranthes candida,Zephyranthes candida,Zephyranthes,Amaryllidaceae,,N - Natural Source and Progeny,Argentina,08-07-2025,TropicalNursery_Simplified.xlsx,1992
ALIVE,1979-2613,K:LCD-1979-2613*1,Zephyranthes brachyandra,Zephyranthes brachyandra,Zephyranthes,Amaryllidaceae,,N - Natural Source and Progeny,Argentina,08-07-2025,TropicalNursery_Simplified.xlsx,1979
ALIVE,1966-38703,K:LCD-1966-38703*1,Zephyranthes,Zephyranthes,Zephyranthes,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1966
ALIVE,1965-68103,K:LCD-1965-68103*1,Zephyranthes,Zephyranthes,Zephyranthes,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1965
ALIVE,2012-747,K:LCD-2012-747*1,Worsleya procera,Worsleya procera,Worsleya,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2012
ALIVE,1973-6402,K:LCD-1973-6402*2,Tulbaghia capensis,Tulbaghia capensis,Tulbaghia,Amaryllidaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,1973
ALIVE,1976-35,K:LCD-1976-35*1,Stenomesson pearcei,Stenomesson pearcei,Stenomesson,Amaryllidaceae,,N - Natural Source and Progeny,Peru,08-07-2025,TropicalNursery_Simplified.xlsx,1976
ALIVE,1977-6777,K:LCD-1977-6777*1,Stenomesson miniatum,Stenomesson miniatum,Stenomesson,Amaryllidaceae,,N - Natural Source and Progeny,Peru,08-07-2025,TropicalNursery_Simplified.xlsx,1977
ALIVE,1928-33501,K:LCD-1928-33501*1,Zephyranthes formosissima,Sprekelia formosissima,Sprekelia,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1928
ALIVE,1958-61501,K:LCD-1958-61501*1,Zephyranthes formosissima,Sprekelia formosissima,Sprekelia,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1958
ALIVE,1987-4025,K:LCD-1987-4025*1,Scadoxus puniceus,Scadoxus puniceus,Scadoxus,Amaryllidaceae,,,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,1987
ALIVE,2008-3079,K:LCD-2008-3079*1,Scadoxus membranaceus,Scadoxus membranaceus,Scadoxus,Amaryllidaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,1939-69301,K:LCD-1939-69301*1,Phaedranassa schizantha var. ignea,Phaedranassa schizantha var. ignea,Phaedranassa,Amaryllidaceae,,N - Natural Source and Progeny,Ecuador,08-07-2025,TropicalNursery_Simplified.xlsx,1939
ALIVE,2008-1413,K:LCD-2008-1413*1,Ornithogalum thyrsoides,Ornithogalum thyrsoides,Ornithogalum,Asparagaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,2008-1205,K:LCD-2008-1205*1,Ornithogalum thyrsoides,Ornithogalum thyrsoides,Ornithogalum,Asparagaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,1959-83604,K:LCD-1959-83604*1,Ismene longipetala,Ismene longipetala,Ismene,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1959
ALIVE,1982-656,K:LCD-1982-656*1,Ismene hawkesii,Ismene hawkesii,Ismene,Amaryllidaceae,,N - Natural Source and Progeny,Peru,08-07-2025,TropicalNursery_Simplified.xlsx,1982
ALIVE,1993-1689,K:LCD-1993-1689*1,,Plantae,,,,N - Natural Source and Progeny,Madagascar,08-07-2025,TropicalNursery_Simplified.xlsx,1993
ALIVE,1990-1748,K:LCD-1990-1748*1,,Plantae,,,,N - Natural Source and Progeny,Tanzania,08-07-2025,TropicalNursery_Simplified.xlsx,1990
ALIVE,1985-3741,K:LCD-1985-3741*1,,Plantae,,,,N - Natural Source and Progeny,Chile,08-07-2025,TropicalNursery_Simplified.xlsx,1985
ALIVE,1985-1931,K:LCD-1985-1931*1,Hieronymiella,Hieronymiella,Hieronymiella,Amaryllidaceae,,N - Natural Source and Progeny,Argentina,08-07-2025,TropicalNursery_Simplified.xlsx,1985
ALIVE,1973-975,K:LCD-1973-975*1,Eustephia,Eustephia,Eustephia,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1973
ALIVE,1976-3594,K:LCD-1976-3594*1,Eustephia coccinea,Eustephia coccinea,Eustephia,Amaryllidaceae,,N - Natural Source and Progeny,Peru,08-07-2025,TropicalNursery_Simplified.xlsx,1976
ALIVE,1976-1470,K:LCD-1976-1470*1,Eustephia coccinea,Eustephia coccinea,Eustephia,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1976
ALIVE,2005-1197,K:LCD-2005-1197*1,Cyrtanthus sanguineus subsp. sanguineus,Cyrtanthus sanguineus subsp. sanguineus,Cyrtanthus,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2005
ALIVE,1964-75715,K:LCD-1964-75715*1,Cyrtanthus galpinii,Cyrtanthus galpinii,Cyrtanthus,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1964
ALIVE,2008-2153,K:LCD-2008-2153*1,Crinum moorei,Crinum moorei,Crinum,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,1981-1301,K:LCD-1981-1301*1,Crinum kirkii,Crinum kirkii,Crinum,Amaryllidaceae,,N - Natural Source and Progeny,Kenya,08-07-2025,TropicalNursery_Simplified.xlsx,1981
ALIVE,1973-12025,K:LCD-1973-12025*1,Crinum bulbispermum,Crinum bulbispermum,Crinum,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1973
ALIVE,2008-2154,K:LCD-2008-2154*1,Crinum album,Crinum album,Crinum,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,1978-6286,K:LCD-1978-6286*1,Crinum album,Crinum album,Crinum,Amaryllidaceae,,N - Natural Source and Progeny,Saudi Arabia,08-07-2025,TropicalNursery_Simplified.xlsx,1978
ALIVE,1971-4334,K:LCD-1971-4334*1,Crinum album,Crinum album,Crinum,Amaryllidaceae,,N - Natural Source and Progeny,Yemen,08-07-2025,TropicalNursery_Simplified.xlsx,1971
ALIVE,1976-39,K:LCD-1976-39*1,Clinanthus incarnatus,Clinanthus incarnatus,Clinanthus,Amaryllidaceae,,N - Natural Source and Progeny,Peru,08-07-2025,TropicalNursery_Simplified.xlsx,1976
ALIVE,1976-3598,K:LCD-1976-3598*1,Clinanthus incarnatus,Clinanthus incarnatus,Clinanthus,Amaryllidaceae,,N - Natural Source and Progeny,Peru,08-07-2025,TropicalNursery_Simplified.xlsx,1976
ALIVE,1973-1912,K:LCD-1973-1912*1,Chlorophytum suffruticosum,Chlorophytum suffruticosum,Chlorophytum,Asparagaceae,,N - Natural Source and Progeny,Kenya,08-07-2025,TropicalNursery_Simplified.xlsx,1973
ALIVE,1967-63001,K:LCD-1967-63001*1,Chlorophytum suffruticosum,Chlorophytum suffruticosum,Chlorophytum,Asparagaceae,,N - Natural Source and Progeny,Tanzania,08-07-2025,TropicalNursery_Simplified.xlsx,1967
ALIVE,1982-4312,K:LCD-1982-4312*1,Chlorophytum gallabatense,Chlorophytum gallabatense,Chlorophytum,Asparagaceae,,N - Natural Source and Progeny,Malawi,08-07-2025,TropicalNursery_Simplified.xlsx,1982
ALIVE,1970-3547,K:LCD-1970-3547*2,Chlorophytum gallabatense,Chlorophytum gallabatense,Chlorophytum,Asparagaceae,,N - Natural Source and Progeny,Malawi,08-07-2025,TropicalNursery_Simplified.xlsx,1970
ALIVE,1973-2475,K:LCD-1973-2475*1,Chlorophytum bowkeri,Chlorophytum bowkeri,Chlorophytum,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,1973
ALIVE,2008-1434,K:LCD-2008-1434*1,Watsonia vanderspuyae,Watsonia vanderspuyae,Watsonia,Iridaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,2008-1432,K:LCD-2008-1432*2,Watsonia meriana,Watsonia meriana,Watsonia,Iridaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,2008-1430,K:LCD-2008-1430*1,Watsonia laccata,Watsonia laccata,Watsonia,Iridaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,1993-3434,K:LCD-1993-3434*3,Watsonia densiflora,Watsonia densiflora,Watsonia,Iridaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,1993
ALIVE,2010-2408,K:LCD-2010-2408*2,Watsonia aletroides,Watsonia aletroides,Watsonia,Iridaceae,,N - Natural Source and Progeny,,08-07-2025,TropicalNursery_Simplified.xlsx,2010
ALIVE,1959-24601,K:LCD-1959-24601*1,Autonoe madeirensis,Scilla madeirensis,Scilla,Asparagaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1959
ALIVE,1994-2812,K:LCD-1994-2812*1,Paramongaia weberbaueri,Paramongaia weberbaueri,Paramongaia,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1994
ALIVE,1966-50424,K:LCD-1966-50424*1,Pancratium canariense,Pancratium canariense,Pancratium,Amaryllidaceae,,N - Natural Source and Progeny,Spain,08-07-2025,TropicalNursery_Simplified.xlsx,1966
ALIVE,1975-4530,K:LCD-1975-4530*1,Oziroe biflora,Oziroe biflora,Oziroe,Asparagaceae,,N - Natural Source and Progeny,Peru,08-07-2025,TropicalNursery_Simplified.xlsx,1975
ALIVE,2000-4881,K:LCD-2000-4881*1,Ornithogalum juncifolium,Ornithogalum juncifolium,Ornithogalum,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,2000
ALIVE,2007-1091,K:LCD-2007-1091*1,Ornithogalum conicum,Ornithogalum conicum,Ornithogalum,Asparagaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2007
ALIVE,1986-33,K:LCD-1986-33*1,Nothoscordum bivalve,Nothoscordum bivalve,Nothoscordum,Amaryllidaceae,,N - Natural Source and Progeny,Peru,08-07-2025,TropicalNursery_Simplified.xlsx,1986
ALIVE,1973-12032,K:LCD-1973-12032*1,Nerine bowdenii,Nerine bowdenii,Nerine,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1973
ALIVE,2012-151,K:LCD-2012-151*2,Moraea tulbaghensis,Moraea tulbaghensis,Moraea,Iridaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2012
ALIVE,2007-1090,K:LCD-2007-1090*1,Moraea tulbaghensis,Moraea tulbaghensis,Moraea,Iridaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2007
ALIVE,2008-1802,K:LCD-2008-1802*2,Moraea ochroleuca,Moraea ochroleuca,Moraea,Iridaceae,,N - Natural Source and Progeny,,08-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,2012-150,K:LCD-2012-150*2,Moraea gigandra,Moraea gigandra,Moraea,Iridaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2012
ALIVE,2012-149,K:LCD-2012-149*1,Moraea elegans,Moraea elegans,Moraea,Iridaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2012
ALIVE,2012-148,K:LCD-2012-148*2,Moraea aristata,Moraea aristata,Moraea,Iridaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2012
ALIVE,2008-1801,K:LCD-2008-1801*2,Lapeirousia silenoides,Lapeirousia silenoides,Lapeirousia,Iridaceae,,N - Natural Source and Progeny,,08-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,2002-441,K:LCD-2002-441*1,Lachenalia viridiflora,Lachenalia viridiflora,Lachenalia,Asparagaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2002
ALIVE,1992-2156,K:LCD-1992-2156*1,Lachenalia viridiflora,Lachenalia viridiflora,Lachenalia,Asparagaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1992
ALIVE,2008-1424,K:LCD-2008-1424*1,Lachenalia thomasiae,Lachenalia thomasiae,Lachenalia,Asparagaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,2001-3327,K:LCD-2001-3327*1,Lachenalia rosea,Lachenalia rosea,Lachenalia,Asparagaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2001
ALIVE,2010-2404,K:LCD-2010-2404*1,Lachenalia reflexa,Lachenalia reflexa,Lachenalia,Asparagaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2010
ALIVE,2001-3334,K:LCD-2001-3334*1,Lachenalia reflexa,Lachenalia reflexa,Lachenalia,Asparagaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2001
ALIVE,1987-701,K:LCD-1987-701*1,Lachenalia purpureocaerulea,Lachenalia purpureocaerulea,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,1987
ALIVE,2000-4994,K:LCD-2000-4994*1,Lachenalia punctata,Lachenalia punctata,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,2000
ALIVE,2000-4900,K:LCD-2000-4900*1,Lachenalia punctata,Lachenalia punctata,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,2000
ALIVE,2001-3337,K:LCD-2001-3337*1,Lachenalia pallida,Lachenalia pallida,Lachenalia,Asparagaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2001
ALIVE,1999-323,K:LCD-1999-323*1,Lachenalia pallida,Lachenalia pallida,Lachenalia,Asparagaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1999
ALIVE,1992-435,K:LCD-1992-435*2,Lachenalia pallida,Lachenalia pallida,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,1992
ALIVE,1986-4144,K:LCD-1986-4144*1,Lachenalia pallida,Lachenalia pallida,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,1986
ALIVE,1992-440,K:LCD-1992-440*1,Lachenalia orthopetala,Lachenalia orthopetala,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,1992
ALIVE,1986-4019,K:LCD-1986-4019*1,Lachenalia mediana,Lachenalia mediana subsp. mediana,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,1986
ALIVE,2000-4890,K:LCD-2000-4890*1,Lachenalia mathewsii,Lachenalia mathewsii,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,2000
ALIVE,2010-2405,K:LCD-2010-2405*1,Lachenalia liliiflora,Lachenalia liliiflora,Lachenalia,Asparagaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2010
ALIVE,2008-1766,K:LCD-2008-1766*1,Lachenalia liliiflora,Lachenalia liliiflora,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,,08-07-2025,TropicalNursery_Simplified.xlsx,2008
ALIVE,1997-7218,K:LCD-1997-7218*1,Lachenalia latimerae,Lachenalia latimerae,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,1997
ALIVE,2009-120,K:LCD-2009-120*1,Lachenalia elegans,Lachenalia elegans,Lachenalia,Asparagaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2009
ALIVE,1999-319,K:LCD-1999-319*1,Lachenalia contaminata,Lachenalia contaminata,Lachenalia,Asparagaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1999
ALIVE,1986-4071,K:LCD-1986-4071*1,Lachenalia contaminata,Lachenalia contaminata,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,1986
ALIVE,1986-4070,K:LCD-1986-4070*1,Lachenalia contaminata,Lachenalia contaminata,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,1986
ALIVE,1995-2094,K:LCD-1995-2094*1,Lachenalia comptonii,Lachenalia comptonii,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,1995
ALIVE,1992-2056,K:LCD-1992-2056*1,Lachenalia bulbifera,Lachenalia bulbifera,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,1992
ALIVE,1997-7205,K:LCD-1997-7205*1,Lachenalia bowkeri,Lachenalia bowkeri,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,1997
ALIVE,1970-2371,K:LCD-1970-2371*2,Dipcadi viride,Dipcadi viride,Dipcadi,Asparagaceae,,N - Natural Source and Progeny,Malawi,08-07-2025,TropicalNursery_Simplified.xlsx,1970
ALIVE,1995-26,K:LCD-1995-26*1,Lachenalia bowkeri,Lachenalia bowkeri,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,1995
ALIVE,1982-4555,K:LCD-1982-4555*1,Lachenalia bowkeri,Lachenalia bowkeri,Lachenalia,Asparagaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1982
ALIVE,2012-153,K:LCD-2012-153*1,Lachenalia quadricolor,Lachenalia aloides var. quadricolor,Lachenalia,Asparagaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,2012
ALIVE,1992-406,K:LCD-1992-406*1,Lachenalia quadricolor,Lachenalia aloides var. quadricolor,Lachenalia,Asparagaceae,,N - Natural Source and Progeny,South Africa,08-07-2025,TropicalNursery_Simplified.xlsx,1992
ALIVE,1995-1461,K:LCD-1995-1461*1,,Plantae,,,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1995
ALIVE,1967-62205,K:LCD-1967-62205*1,,Plantae,,,,N - Natural Source and Progeny,Tanzania,08-07-2025,TropicalNursery_Simplified.xlsx,1967
ALIVE,1999-596,K:LCD-1999-596*1,Hippeastrum stylosum,Hippeastrum stylosum,Hippeastrum,Amaryllidaceae,,,,08-07-2025,TropicalNursery_Simplified.xlsx,1999
